Geographic Area,County,State,Abbreviation,2019 Population _ Census
"Rowan County, North Carolina",Rowan, North Carolina, North CarolinaRowan,142088
"Rutherford County, North Carolina",Rutherford, North Carolina, North CarolinaRutherford,67029
"Sampson County, North Carolina",Sampson, North Carolina, North CarolinaSampson,63531
"Scotland County, North Carolina",Scotland, North Carolina, North CarolinaScotland,34823
"Stanly County, North Carolina",Stanly, North Carolina, North CarolinaStanly,62806
"Stokes County, North Carolina",Stokes, North Carolina, North CarolinaStokes,45591
"Surry County, North Carolina",Surry, North Carolina, North CarolinaSurry,71783
"Swain County, North Carolina",Swain, North Carolina, North CarolinaSwain,14271
"Transylvania County, North Carolina",Transylvania, North Carolina, North CarolinaTransylvania,34385
"Tyrrell County, North Carolina",Tyrrell, North Carolina, North CarolinaTyrrell,4016
"Union County, North Carolina",Union, North Carolina, North CarolinaUnion,239859
"Vance County, North Carolina",Vance, North Carolina, North CarolinaVance,44535
"Wake County, North Carolina",Wake, North Carolina, North CarolinaWake,1111761
"Warren County, North Carolina",Warren, North Carolina, North CarolinaWarren,19731
"Washington County, North Carolina",Washington, North Carolina, North CarolinaWashington,11580
"Watauga County, North Carolina",Watauga, North Carolina, North CarolinaWatauga,56177
"Wayne County, North Carolina",Wayne, North Carolina, North CarolinaWayne,123131
"Wilkes County, North Carolina",Wilkes, North Carolina, North CarolinaWilkes,68412
"Wilson County, North Carolina",Wilson, North Carolina, North CarolinaWilson,81801
"Yadkin County, North Carolina",Yadkin, North Carolina, North CarolinaYadkin,37667
"Yancey County, North Carolina",Yancey, North Carolina, North CarolinaYancey,18069
"Adams County, North Dakota",Adams, North Dakota, North DakotaAdams,2216
"Barnes County, North Dakota",Barnes, North Dakota, North DakotaBarnes,10415
"Benson County, North Dakota",Benson, North Dakota, North DakotaBenson,6832
"Billings County, North Dakota",Billings, North Dakota, North DakotaBillings,928
"Bottineau County, North Dakota",Bottineau, North Dakota, North DakotaBottineau,6282
"Bowman County, North Dakota",Bowman, North Dakota, North DakotaBowman,3024
"Burke County, North Dakota",Burke, North Dakota, North DakotaBurke,2115
"Burleigh County, North Dakota",Burleigh, North Dakota, North DakotaBurleigh,95626
"Cass County, North Dakota",Cass, North Dakota, North DakotaCass,181923
"Cavalier County, North Dakota",Cavalier, North Dakota, North DakotaCavalier,3762
"Dickey County, North Dakota",Dickey, North Dakota, North DakotaDickey,4872
"Divide County, North Dakota",Divide, North Dakota, North DakotaDivide,2264
"Dunn County, North Dakota",Dunn, North Dakota, North DakotaDunn,4424
"Eddy County, North Dakota",Eddy, North Dakota, North DakotaEddy,2287
"Emmons County, North Dakota",Emmons, North Dakota, North DakotaEmmons,3241
"Foster County, North Dakota",Foster, North Dakota, North DakotaFoster,3210
"Golden Valley County, North Dakota",Golden, North Dakota, North DakotaGolden,1761
"Grand Forks County, North Dakota",Grand, North Dakota, North DakotaGrand,69451
"Grant County, North Dakota",Grant, North Dakota, North DakotaGrant,2274
"Griggs County, North Dakota",Griggs, North Dakota, North DakotaGriggs,2231
"Hettinger County, North Dakota",Hettinger, North Dakota, North DakotaHettinger,2499
"Kidder County, North Dakota",Kidder, North Dakota, North DakotaKidder,2480
"LaMoure County, North Dakota",LaMoure, North Dakota, North DakotaLaMoure,4046
"Logan County, North Dakota",Logan, North Dakota, North DakotaLogan,1850
"McHenry County, North Dakota",McHenry, North Dakota, North DakotaMcHenry,5745
"McIntosh County, North Dakota",McIntosh, North Dakota, North DakotaMcIntosh,2497
"McKenzie County, North Dakota",McKenzie, North Dakota, North DakotaMcKenzie,15024
"McLean County, North Dakota",McLean, North Dakota, North DakotaMcLean,9450
"Mercer County, North Dakota",Mercer, North Dakota, North DakotaMercer,8187
"Morton County, North Dakota",Morton, North Dakota, North DakotaMorton,31364
"Mountrail County, North Dakota",Mountrail, North Dakota, North DakotaMountrail,10545
"Nelson County, North Dakota",Nelson, North Dakota, North DakotaNelson,2879
"Oliver County, North Dakota",Oliver, North Dakota, North DakotaOliver,1959
"Pembina County, North Dakota",Pembina, North Dakota, North DakotaPembina,6801
"Pierce County, North Dakota",Pierce, North Dakota, North DakotaPierce,3975
"Ramsey County, North Dakota",Ramsey, North Dakota, North DakotaRamsey,11519
"Ransom County, North Dakota",Ransom, North Dakota, North DakotaRansom,5218
"Renville County, North Dakota",Renville, North Dakota, North DakotaRenville,2327
"Richland County, North Dakota",Richland, North Dakota, North DakotaRichland,16177
"Rolette County, North Dakota",Rolette, North Dakota, North DakotaRolette,14176
"Sargent County, North Dakota",Sargent, North Dakota, North DakotaSargent,3898
"Sheridan County, North Dakota",Sheridan, North Dakota, North DakotaSheridan,1315
"Sioux County, North Dakota",Sioux, North Dakota, North DakotaSioux,4230
"Slope County, North Dakota",Slope, North Dakota, North DakotaSlope,750
"Stark County, North Dakota",Stark, North Dakota, North DakotaStark,31489
"Steele County, North Dakota",Steele, North Dakota, North DakotaSteele,1890
"Stutsman County, North Dakota",Stutsman, North Dakota, North DakotaStutsman,20704
"Towner County, North Dakota",Towner, North Dakota, North DakotaTowner,2189
"Traill County, North Dakota",Traill, North Dakota, North DakotaTraill,8036
"Walsh County, North Dakota",Walsh, North Dakota, North DakotaWalsh,10641
"Ward County, North Dakota",Ward, North Dakota, North DakotaWard,67641
"Wells County, North Dakota",Wells, North Dakota, North DakotaWells,3834
"Williams County, North Dakota",Williams, North Dakota, North DakotaWilliams,37589
"Adams County, Ohio",Adams, Ohio, OhioAdams,27698
"Allen County, Ohio",Allen, Ohio, OhioAllen,102351
"Ashland County, Ohio",Ashland, Ohio, OhioAshland,53484
"Ashtabula County, Ohio",Ashtabula, Ohio, OhioAshtabula,97241
"Athens County, Ohio",Athens, Ohio, OhioAthens,65327
"Auglaize County, Ohio",Auglaize, Ohio, OhioAuglaize,45656
"Belmont County, Ohio",Belmont, Ohio, OhioBelmont,67006
"Brown County, Ohio",Brown, Ohio, OhioBrown,43432
"Butler County, Ohio",Butler, Ohio, OhioButler,383134
"Carroll County, Ohio",Carroll, Ohio, OhioCarroll,26914
"Champaign County, Ohio",Champaign, Ohio, OhioChampaign,38885
"Clark County, Ohio",Clark, Ohio, OhioClark,134083
"Clermont County, Ohio",Clermont, Ohio, OhioClermont,206428
"Clinton County, Ohio",Clinton, Ohio, OhioClinton,41968
"Columbiana County, Ohio",Columbiana, Ohio, OhioColumbiana,101883
"Coshocton County, Ohio",Coshocton, Ohio, OhioCoshocton,36600
"Crawford County, Ohio",Crawford, Ohio, OhioCrawford,41494
"Cuyahoga County, Ohio",Cuyahoga, Ohio, OhioCuyahoga,1235072
"Darke County, Ohio",Darke, Ohio, OhioDarke,51113
"Defiance County, Ohio",Defiance, Ohio, OhioDefiance,38087
"Delaware County, Ohio",Delaware, Ohio, OhioDelaware,209177
"Erie County, Ohio",Erie, Ohio, OhioErie,74266
"Fairfield County, Ohio",Fairfield, Ohio, OhioFairfield,157574
"Fayette County, Ohio",Fayette, Ohio, OhioFayette,28525
"Franklin County, Ohio",Franklin, Ohio, OhioFranklin,1316756
"Fulton County, Ohio",Fulton, Ohio, OhioFulton,42126
"Gallia County, Ohio",Gallia, Ohio, OhioGallia,29898
"Geauga County, Ohio",Geauga, Ohio, OhioGeauga,93649
"Greene County, Ohio",Greene, Ohio, OhioGreene,168937
"Guernsey County, Ohio",Guernsey, Ohio, OhioGuernsey,38875
"Hamilton County, Ohio",Hamilton, Ohio, OhioHamilton,817473
"Hancock County, Ohio",Hancock, Ohio, OhioHancock,75783
"Hardin County, Ohio",Hardin, Ohio, OhioHardin,31365
"Harrison County, Ohio",Harrison, Ohio, OhioHarrison,15040
"Henry County, Ohio",Henry, Ohio, OhioHenry,27006
"Highland County, Ohio",Highland, Ohio, OhioHighland,43161
"Hocking County, Ohio",Hocking, Ohio, OhioHocking,28264
"Holmes County, Ohio",Holmes, Ohio, OhioHolmes,43960
"Huron County, Ohio",Huron, Ohio, OhioHuron,58266
"Jackson County, Ohio",Jackson, Ohio, OhioJackson,32413
"Jefferson County, Ohio",Jefferson, Ohio, OhioJefferson,65325
"Knox County, Ohio",Knox, Ohio, OhioKnox,62322
"Lake County, Ohio",Lake, Ohio, OhioLake,230149
"Lawrence County, Ohio",Lawrence, Ohio, OhioLawrence,59463
"Licking County, Ohio",Licking, Ohio, OhioLicking,176862
"Logan County, Ohio",Logan, Ohio, OhioLogan,45672
"Lorain County, Ohio",Lorain, Ohio, OhioLorain,309833
"Lucas County, Ohio",Lucas, Ohio, OhioLucas,428348
"Madison County, Ohio",Madison, Ohio, OhioMadison,44731
"Mahoning County, Ohio",Mahoning, Ohio, OhioMahoning,228683
"Marion County, Ohio",Marion, Ohio, OhioMarion,65093
"Medina County, Ohio",Medina, Ohio, OhioMedina,179746
"Meigs County, Ohio",Meigs, Ohio, OhioMeigs,22907
"Mercer County, Ohio",Mercer, Ohio, OhioMercer,41172
"Miami County, Ohio",Miami, Ohio, OhioMiami,106987
"Monroe County, Ohio",Monroe, Ohio, OhioMonroe,13654
"Montgomery County, Ohio",Montgomery, Ohio, OhioMontgomery,531687
"Morgan County, Ohio",Morgan, Ohio, OhioMorgan,14508
"Morrow County, Ohio",Morrow, Ohio, OhioMorrow,35328
"Muskingum County, Ohio",Muskingum, Ohio, OhioMuskingum,86215
"Noble County, Ohio",Noble, Ohio, OhioNoble,14424
"Ottawa County, Ohio",Ottawa, Ohio, OhioOttawa,40525
"Paulding County, Ohio",Paulding, Ohio, OhioPaulding,18672
"Perry County, Ohio",Perry, Ohio, OhioPerry,36134
"Pickaway County, Ohio",Pickaway, Ohio, OhioPickaway,58457
"Pike County, Ohio",Pike, Ohio, OhioPike,27772
"Portage County, Ohio",Portage, Ohio, OhioPortage,162466
"Preble County, Ohio",Preble, Ohio, OhioPreble,40882
"Putnam County, Ohio",Putnam, Ohio, OhioPutnam,33861
"Richland County, Ohio",Richland, Ohio, OhioRichland,121154
"Ross County, Ohio",Ross, Ohio, OhioRoss,76666
"Sandusky County, Ohio",Sandusky, Ohio, OhioSandusky,58518
"Scioto County, Ohio",Scioto, Ohio, OhioScioto,75314
"Seneca County, Ohio",Seneca, Ohio, OhioSeneca,55178
"Shelby County, Ohio",Shelby, Ohio, OhioShelby,48590
"Stark County, Ohio",Stark, Ohio, OhioStark,370606
"Summit County, Ohio",Summit, Ohio, OhioSummit,541013
"Trumbull County, Ohio",Trumbull, Ohio, OhioTrumbull,197974
"Tuscarawas County, Ohio",Tuscarawas, Ohio, OhioTuscarawas,91987
"Union County, Ohio",Union, Ohio, OhioUnion,58988
"Van Wert County, Ohio",Van, Ohio, OhioVan,28275
"Vinton County, Ohio",Vinton, Ohio, OhioVinton,13085
"Warren County, Ohio",Warren, Ohio, OhioWarren,234602
"Washington County, Ohio",Washington, Ohio, OhioWashington,59911
"Wayne County, Ohio",Wayne, Ohio, OhioWayne,115710
"Williams County, Ohio",Williams, Ohio, OhioWilliams,36692
"Wood County, Ohio",Wood, Ohio, OhioWood,130817
"Wyandot County, Ohio",Wyandot, Ohio, OhioWyandot,21772
"Adair County, Oklahoma",Adair, Oklahoma, OklahomaAdair,22194
"Alfalfa County, Oklahoma",Alfalfa, Oklahoma, OklahomaAlfalfa,5702
"Atoka County, Oklahoma",Atoka, Oklahoma, OklahomaAtoka,13758
"Beaver County, Oklahoma",Beaver, Oklahoma, OklahomaBeaver,5311
"Beckham County, Oklahoma",Beckham, Oklahoma, OklahomaBeckham,21859
"Blaine County, Oklahoma",Blaine, Oklahoma, OklahomaBlaine,9429
"Bryan County, Oklahoma",Bryan, Oklahoma, OklahomaBryan,47995
"Caddo County, Oklahoma",Caddo, Oklahoma, OklahomaCaddo,28762
"Canadian County, Oklahoma",Canadian, Oklahoma, OklahomaCanadian,148306
"Carter County, Oklahoma",Carter, Oklahoma, OklahomaCarter,48111
"Cherokee County, Oklahoma",Cherokee, Oklahoma, OklahomaCherokee,48657
"Choctaw County, Oklahoma",Choctaw, Oklahoma, OklahomaChoctaw,14672
"Cimarron County, Oklahoma",Cimarron, Oklahoma, OklahomaCimarron,2137
"Cleveland County, Oklahoma",Cleveland, Oklahoma, OklahomaCleveland,284014
"Coal County, Oklahoma",Coal, Oklahoma, OklahomaCoal,5495
"Comanche County, Oklahoma",Comanche, Oklahoma, OklahomaComanche,120749
"Cotton County, Oklahoma",Cotton, Oklahoma, OklahomaCotton,5666
"Craig County, Oklahoma",Craig, Oklahoma, OklahomaCraig,14142
"Creek County, Oklahoma",Creek, Oklahoma, OklahomaCreek,71522
"Custer County, Oklahoma",Custer, Oklahoma, OklahomaCuster,29003
"Delaware County, Oklahoma",Delaware, Oklahoma, OklahomaDelaware,43009
"Dewey County, Oklahoma",Dewey, Oklahoma, OklahomaDewey,4891
"Ellis County, Oklahoma",Ellis, Oklahoma, OklahomaEllis,3859
"Garfield County, Oklahoma",Garfield, Oklahoma, OklahomaGarfield,61056
"Garvin County, Oklahoma",Garvin, Oklahoma, OklahomaGarvin,27711
"Grady County, Oklahoma",Grady, Oklahoma, OklahomaGrady,55834
"Grant County, Oklahoma",Grant, Oklahoma, OklahomaGrant,4333
"Greer County, Oklahoma",Greer, Oklahoma, OklahomaGreer,5712
"Harmon County, Oklahoma",Harmon, Oklahoma, OklahomaHarmon,2653
"Harper County, Oklahoma",Harper, Oklahoma, OklahomaHarper,3688
"Haskell County, Oklahoma",Haskell, Oklahoma, OklahomaHaskell,12627
"Hughes County, Oklahoma",Hughes, Oklahoma, OklahomaHughes,13279
"Jackson County, Oklahoma",Jackson, Oklahoma, OklahomaJackson,24530
"Jefferson County, Oklahoma",Jefferson, Oklahoma, OklahomaJefferson,6002
"Johnston County, Oklahoma",Johnston, Oklahoma, OklahomaJohnston,11085
"Kay County, Oklahoma",Kay, Oklahoma, OklahomaKay,43538
"Kingfisher County, Oklahoma",Kingfisher, Oklahoma, OklahomaKingfisher,15765
"Kiowa County, Oklahoma",Kiowa, Oklahoma, OklahomaKiowa,8708
"Latimer County, Oklahoma",Latimer, Oklahoma, OklahomaLatimer,10073
"Le Flore County, Oklahoma",Le, Oklahoma, OklahomaLe,49853
"Lincoln County, Oklahoma",Lincoln, Oklahoma, OklahomaLincoln,34877
"Logan County, Oklahoma",Logan, Oklahoma, OklahomaLogan,48011
"Love County, Oklahoma",Love, Oklahoma, OklahomaLove,10253
"McClain County, Oklahoma",McClain, Oklahoma, OklahomaMcClain,40474
"McCurtain County, Oklahoma",McCurtain, Oklahoma, OklahomaMcCurtain,32832
"McIntosh County, Oklahoma",McIntosh, Oklahoma, OklahomaMcIntosh,19596
"Major County, Oklahoma",Major, Oklahoma, OklahomaMajor,7629
"Marshall County, Oklahoma",Marshall, Oklahoma, OklahomaMarshall,16931
"Mayes County, Oklahoma",Mayes, Oklahoma, OklahomaMayes,41100
"Murray County, Oklahoma",Murray, Oklahoma, OklahomaMurray,14073
"Muskogee County, Oklahoma",Muskogee, Oklahoma, OklahomaMuskogee,67997
"Noble County, Oklahoma",Noble, Oklahoma, OklahomaNoble,11131
"Nowata County, Oklahoma",Nowata, Oklahoma, OklahomaNowata,10076
"Okfuskee County, Oklahoma",Okfuskee, Oklahoma, OklahomaOkfuskee,11993
"Oklahoma County, Oklahoma",Oklahoma, Oklahoma, OklahomaOklahoma,797434
"Okmulgee County, Oklahoma",Okmulgee, Oklahoma, OklahomaOkmulgee,38465
"Osage County, Oklahoma",Osage, Oklahoma, OklahomaOsage,46963
"Ottawa County, Oklahoma",Ottawa, Oklahoma, OklahomaOttawa,31127
"Pawnee County, Oklahoma",Pawnee, Oklahoma, OklahomaPawnee,16376
"Payne County, Oklahoma",Payne, Oklahoma, OklahomaPayne,81784
"Pittsburg County, Oklahoma",Pittsburg, Oklahoma, OklahomaPittsburg,43654
"Pontotoc County, Oklahoma",Pontotoc, Oklahoma, OklahomaPontotoc,38284
"Pottawatomie County, Oklahoma",Pottawatomie, Oklahoma, OklahomaPottawatomie,72592
"Pushmataha County, Oklahoma",Pushmataha, Oklahoma, OklahomaPushmataha,11096
"Roger Mills County, Oklahoma",Roger, Oklahoma, OklahomaRoger,3583
"Rogers County, Oklahoma",Rogers, Oklahoma, OklahomaRogers,92459
"Seminole County, Oklahoma",Seminole, Oklahoma, OklahomaSeminole,24258
"Sequoyah County, Oklahoma",Sequoyah, Oklahoma, OklahomaSequoyah,41569
"Stephens County, Oklahoma",Stephens, Oklahoma, OklahomaStephens,43143
"Texas County, Oklahoma",Texas, Oklahoma, OklahomaTexas,19983
"Tillman County, Oklahoma",Tillman, Oklahoma, OklahomaTillman,7250
"Tulsa County, Oklahoma",Tulsa, Oklahoma, OklahomaTulsa,651552
"Wagoner County, Oklahoma",Wagoner, Oklahoma, OklahomaWagoner,81289
"Washington County, Oklahoma",Washington, Oklahoma, OklahomaWashington,51527
"Washita County, Oklahoma",Washita, Oklahoma, OklahomaWashita,10916
